,ID,KIDSDRIV,AGE,HOMEKIDS,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,TRAVTIME,CAR_USE,BLUE_BOOK,RED_CAR,OLD_CLAIM,CLM_FREQ,REVOKED,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBAN_CITY,EDUCATION_<High School,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,EDUCATION_z_High School,CAR_TYPE_Minivan,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_Sports Car,CAR_TYPE_Van,CAR_TYPE_z_SUV,OCCUPATION_Clerical,OCCUPATION_Doctor,OCCUPATION_Home Maker,OCCUPATION_Lawyer,OCCUPATION_Manager,OCCUPATION_Professional,OCCUPATION_Student,OCCUPATION_z_Blue Collar,binned_AGE,binned_INCOME,binned_HOME_VAL,binned_OLD_CLAIM,binned_CLM_FREQ,binned_CLM_AMT,binned_CAR_AGE
4465,431950127,0,39,2,12236,0,92520,1,0,66,1,16320,0,4352,3,0,6889,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,2,1,2,2,3
2426,232506263,0,53,0,64513,0,204500,1,1,35,0,15860,1,0,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,5,0,0,0,3
2594,247069987,0,52,0,46188,0,163879,0,0,26,1,18910,0,0,0,0,0,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,4,0,0,0,6
7018,674944543,0,47,0,102445,0,364620,1,0,57,1,16440,0,0,0,0,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,8,0,0,0,4
9115,876758704,0,55,0,42357,0,142651,1,1,5,0,26320,0,5551,1,0,0,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,3,3,1,0,0,4
1145,111885786,0,67,1,27182,0,219318,1,0,66,1,12690,0,21525,2,1,8641,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,2,5,3,1,2,0
1719,163433307,0,42,2,67644,0,233085,1,0,25,0,12460,0,0,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,0,0,0,3
4857,471037982,0,59,0,320127,0,750455,1,1,19,0,57970,1,6375,2,0,3231,12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,2,1,1,6
7458,715263455,0,42,0,40277,0,156362,0,1,46,0,5530,1,8942,2,0,4927,9,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,2,1,2,4
37,4747725,0,43,0,48668,0,229294,1,0,18,0,20850,0,7946,1,0,1448,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,6,2,0,0,0
5039,487743827,0,54,0,0,0,111556,0,1,26,0,11020,1,0,0,1,1037,7,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,0,0,2
6736,646710804,0,48,0,43075,0,175858,1,0,52,1,13970,0,5878,2,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,4,1,1,0,5
9244,890361473,0,43,0,21913,0,125624,1,1,26,0,7990,0,4748,3,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,2,1,2,0,1
6241,601471307,2,45,2,121880,0,319026,1,1,44,0,19250,1,7704,4,0,0,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,8,2,3,0,4
5131,495504901,0,40,2,71237,0,203433,1,1,25,1,12620,1,30001,2,1,0,13,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,5,3,1,0,6
2718,260444103,0,34,1,16839,0,76152,1,1,37,1,7340,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
1610,154342859,0,28,3,38460,0,135988,1,1,49,0,18640,1,0,0,0,845,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1
3072,295796026,0,63,0,31269,0,201461,1,1,42,1,29400,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,5,0,0,0,0
4418,426879631,0,41,0,152677,0,0,0,0,21,1,34680,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,9,0,0,0,0,3
9125,877277908,0,53,0,34455,0,0,0,1,62,0,28170,0,0,0,0,0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,0,0,0,7
3524,337358239,0,49,0,0,0,0,0,0,52,1,6400,0,0,0,0,4439,9,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,1,4
807,78611832,0,62,0,69331,0,276064,1,0,43,1,26360,0,5837,3,0,0,19,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,6,7,1,2,0,8
7817,747301896,0,33,1,15345,0,0,1,0,34,1,4800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1470,139804429,1,55,0,41643,0,237816,1,0,45,1,1500,0,6715,4,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,3,6,2,3,0,7
5298,510752993,0,50,0,31291,0,197110,0,0,14,1,6500,0,3108,3,0,5295,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,2,5,0,2,2,0
3736,357823029,0,53,0,77352,0,249371,1,0,51,0,32260,0,3115,2,0,0,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,6,0,1,0,6
7535,721800576,0,35,0,17975,0,0,0,0,35,1,12320,0,7652,1,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,2
7392,709105359,0,50,0,26137,0,121970,1,0,31,0,23980,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,2,0,0,0,4
8297,795936895,0,67,0,52955,0,208565,0,0,28,1,16990,0,7675,2,0,0,19,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,4,5,2,1,0,8
7134,685516044,0,35,2,49299,0,162024,1,1,54,1,9210,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,2
5884,570398624,0,46,0,48885,0,158971,1,1,52,0,17570,0,37412,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,4,3,3,1,0,0
3686,352149949,0,43,0,50755,0,155641,1,1,24,0,30380,1,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,0,0,0,2
3320,318075197,1,62,1,54776,0,237217,1,0,16,1,15770,0,11035,1,0,0,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,5,6,3,0,0,6
4321,416746837,0,52,0,27019,0,142929,0,0,59,1,9400,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,2,3,0,0,0,6
3552,340184897,0,58,0,38462,0,222027,1,1,56,0,11150,1,10353,3,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,6,3,2,0,1
7782,744442923,0,34,3,2785,0,0,1,0,24,0,1780,0,2989,3,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
9410,908005205,0,51,0,69554,0,239699,1,1,50,0,6600,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,6,6,0,0,0,4
699,67013861,0,54,0,101450,0,0,0,0,25,1,17050,0,6941,2,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,8,0,2,1,0,6
7920,756012616,0,44,0,67071,0,268429,1,0,44,1,16690,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,6,7,0,0,0,4
3864,370978438,0,50,0,176648,0,461706,1,1,28,0,33130,0,0,0,0,0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,0,0,0,3
3888,373267772,0,47,0,21281,0,117398,0,1,17,1,9640,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,1,2,0,0,0,2
9930,957845672,0,32,2,4667,0,86502,1,0,39,1,4700,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2
8103,777498837,0,56,0,98422,0,289539,1,1,5,0,25200,1,0,0,0,0,13,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,0,0,0,6
9740,938950466,0,30,1,89275,1,0,0,1,40,1,19340,1,1474,3,0,0,19,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,2,0,8
6491,624440117,0,58,0,89403,0,274333,1,1,23,0,22990,0,0,0,1,0,15,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,7,7,0,0,0,7
2658,254748203,0,26,3,0,1,0,0,1,41,0,4100,0,0,0,0,3953,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2257,214064538,0,50,0,43379,0,210026,0,1,16,1,32120,1,0,0,0,0,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,5,0,0,0,6
869,84888394,0,35,0,32494,0,124012,0,0,14,1,20140,0,5105,2,0,2483,8,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2,1,1,0,3
114,12233674,0,30,0,37614,0,165402,1,1,75,0,16170,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0
8331,798858669,0,38,0,59578,0,0,0,1,51,0,11260,1,5436,3,0,4566,10,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,2,1,4
3037,291944911,0,45,2,47343,0,218313,1,0,16,0,1500,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,5,0,0,0,3
4221,406648980,0,38,1,51551,0,177942,1,0,19,1,5200,0,2605,1,0,3379,9,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,1,4
1544,147215888,0,58,0,153831,0,0,0,0,35,0,37320,0,0,0,1,0,13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,6
4203,405037020,0,28,4,94675,1,291876,0,1,47,1,10320,0,0,0,0,4214,14,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,1,6
8452,811953830,0,34,2,38362,0,116999,1,0,28,1,5340,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0
5951,576250522,1,44,2,42408,1,84947,0,1,43,0,6400,1,0,0,0,5125,9,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,2,0,0,2,4
1222,117630250,3,45,3,28538,0,140924,1,0,15,1,16920,0,22262,2,1,1444,5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,3,3,1,0,1
7122,684620338,0,58,0,57517,0,0,0,1,22,0,28740,1,0,0,0,7045,12,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,5,0,0,0,2,6
1330,128827399,0,19,0,3871,0,76851,1,0,49,1,3790,0,5194,3,0,3854,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,2,1,1
8897,855474467,0,44,3,59693,0,197014,1,0,50,0,23950,1,0,0,0,0,6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,5,5,0,0,0,2
10202,989121977,0,50,0,68194,0,0,0,0,69,0,13920,0,3800,2,0,774,10,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,6,0,1,1,0,4
74,8698424,2,38,3,107773,0,339360,1,0,15,0,38260,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8,8,0,0,0,5
3289,316450995,0,38,0,29879,0,51232,0,0,29,1,15590,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,2
7353,705448628,0,39,0,80021,0,264048,0,1,41,0,19530,1,3047,2,0,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,7,7,0,1,0,6
5504,529008078,0,53,0,39095,0,197227,1,1,11,1,10710,1,0,0,0,0,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,3,5,0,0,0,4
6133,592729210,0,58,0,65923,0,238115,1,1,30,0,29800,1,3886,2,0,0,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,6,6,1,1,0,3
2931,282847528,0,40,2,31993,1,0,0,1,42,1,14070,0,1128,1,0,0,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2
7137,685900195,0,40,0,74053,0,0,0,1,44,0,7200,1,2740,3,0,0,14,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,2,0,6
5922,573751437,0,35,0,64890,0,0,0,0,27,1,12760,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,0,0,0,6
46,5571922,0,35,0,52277,0,208305,1,1,41,0,26840,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,0,0,0,0
8948,860428575,0,31,1,44120,1,0,0,1,12,0,6410,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
500,49251335,0,52,0,99034,0,0,0,0,23,1,26660,0,0,0,0,0,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,8,0,0,0,0,6
484,47386311,0,46,0,33635,0,191957,1,0,55,0,26790,0,3960,2,0,3273,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,1,1,1,3
133,14489942,1,42,2,22155,0,127123,1,1,30,1,3720,1,0,0,0,0,15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,7
7864,751338912,0,42,2,68171,1,0,0,1,13,1,18130,1,0,0,0,4348,10,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,6,0,0,0,1,4
2952,284029427,0,48,0,58039,0,273348,1,1,19,0,6640,1,0,0,0,0,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,7
3989,382405569,0,31,4,69201,1,224997,0,1,8,0,11550,1,6997,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,2,0,0,0
1612,154474118,0,46,0,131260,0,0,0,1,22,1,19230,0,0,0,0,0,20,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,9,0,0,0,0,8
878,85768488,2,40,2,36879,1,0,0,1,27,1,13420,0,7865,4,0,25325,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,3,2,0
42,5103700,0,45,0,35403,0,184059,1,0,44,1,9540,0,0,0,0,45987,7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,4,0,0,2,2
6128,591988159,0,31,1,106614,0,316309,1,0,21,0,15260,0,5318,3,1,6519,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,1,2,2,0
949,91897685,0,47,0,109013,0,0,0,0,14,0,17100,0,21266,3,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,8,0,3,2,0,4
1122,108660852,0,42,2,46751,0,177328,1,0,30,1,22040,0,0,0,0,0,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,4,0,0,0,6
7046,677540861,0,42,0,78883,0,239377,1,1,34,1,13590,0,0,0,0,3270,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,6,0,0,1,0
2714,260084569,0,36,0,32537,0,173072,1,0,37,0,8990,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,0,0,0,2
1520,144938267,0,43,2,54593,0,221267,1,0,14,1,11260,0,1449,2,0,0,11,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,5,6,0,1,0,5
8432,809790690,0,54,0,5340,0,0,0,0,19,1,2030,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,6
44,5340882,0,51,0,70846,0,0,0,1,23,1,17810,1,0,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,6,0,0,0,0,6
8200,786755285,0,38,0,31615,0,151255,1,1,36,1,5400,0,4843,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,2,0,0
9211,886559291,0,43,2,36179,0,121806,1,1,35,0,9420,1,1571,3,0,26699,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,2,2,1
3023,290705511,2,61,2,48734,0,207509,1,0,49,0,12470,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,4,5,0,0,0,0
3467,331457673,0,40,1,21628,1,60877,0,0,44,1,12260,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1
5034,487108914,0,60,0,40092,0,188729,1,0,9,1,11510,0,6196,2,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,3,4,2,1,0,4
8481,814683897,0,46,0,170949,0,458806,1,1,30,1,23730,0,0,0,0,0,15,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,8,0,0,0,7
10172,986416576,0,42,1,0,1,68310,0,0,64,1,1500,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,2
2256,214040951,1,58,2,3272,0,0,1,1,42,1,7200,1,5086,2,0,3231,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,1,1,1,1
5818,561899458,0,46,0,76744,0,231484,0,0,62,1,15300,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,6,6,0,0,0,4
3004,289041210,0,51,0,103721,0,0,0,1,53,1,14310,0,3491,3,0,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,8,0,1,2,0,6
2183,207249253,0,47,0,22295,0,127813,1,0,35,1,13260,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,3,0,0,0,0
7402,710024395,0,46,0,23655,0,190550,1,1,40,0,9340,1,43381,1,1,8696,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2,5,3,0,2,2
1766,168607511,0,64,0,36628,0,195006,0,1,34,1,17670,1,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,5,0,0,0,4
438,42062155,0,49,0,65904,0,265782,1,1,7,1,30910,1,0,0,0,0,9,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,7,0,0,0,4
3839,367158992,0,45,0,0,0,0,0,0,9,1,6000,0,698,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1
5250,506477884,2,67,3,30182,0,143293,1,0,25,1,20610,0,0,0,0,5391,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,2,3,0,0,2,3
5184,499594855,0,41,2,0,0,0,1,1,43,0,10950,1,1050,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0
2279,215898178,0,38,0,62177,0,178852,1,1,34,1,4110,0,0,0,1,5484,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,2,3
2875,278503895,0,53,0,70371,0,247936,1,0,17,1,14690,0,0,0,1,0,14,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,6,6,0,0,0,6
2202,209189911,0,31,0,190945,0,462430,0,1,45,0,23690,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,0,0,0,4
5648,543180647,2,44,2,0,0,0,1,1,16,1,13240,1,0,0,0,0,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2
2432,232942859,0,40,2,195506,1,0,0,1,32,1,29520,0,0,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,0,0,0,0,4
4516,438145979,0,32,2,0,0,0,1,1,29,0,11990,0,6867,3,0,5200,10,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,4
3457,330594203,0,30,0,21313,0,140640,1,1,53,1,13120,1,0,0,0,3236,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,2
8483,815160542,0,48,0,57601,0,187285,1,0,53,0,15790,0,27682,2,1,0,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4,3,1,0,2
4205,405093473,0,65,0,0,0,110627,1,0,43,1,16830,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,2,0,0,0,6
3619,346258674,0,31,1,0,0,0,1,0,46,1,2480,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4469,432540109,0,38,2,21571,0,109536,1,1,24,1,21990,1,0,0,0,1683,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0
6959,669976904,0,36,0,30071,0,152771,1,0,33,1,17970,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0
715,68419810,0,49,0,116497,0,283565,1,1,10,0,28870,0,30791,1,1,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,8,7,3,0,0,1
8356,800556705,1,38,2,50718,1,0,0,0,51,1,14230,0,3649,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,0,1,0,0,1
7639,731266350,0,54,0,63195,0,211882,1,0,29,0,11440,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,5,5,0,0,0,1
1748,166887755,0,36,2,71487,0,248456,1,0,24,1,5100,0,3519,3,0,0,9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,6,1,2,0,4
1255,120935025,0,52,0,3079,0,64198,0,0,35,1,8930,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0
4428,427973991,1,42,2,30871,0,151274,1,0,22,1,8790,0,6366,1,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,3,2,0,0,2
5259,507365681,1,43,2,23886,0,136125,1,0,42,1,16110,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,3,0,0,0,0
6061,586477753,0,52,0,39157,0,130089,1,1,50,0,22480,0,1105,3,0,2996,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,3,3,0,2,1,0
6809,654016315,0,55,0,189373,0,453614,1,0,17,1,34770,0,0,0,0,0,15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,9,8,0,0,0,7
496,48342958,0,33,0,101191,0,66409,0,0,33,0,11620,0,0,0,0,3807,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,1,0,0,1,1
4357,420584212,0,46,0,43651,0,128478,1,0,25,1,15250,0,6391,3,0,8331,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,3,2,2,2,0
8281,793404097,2,44,2,45576,0,156623,1,0,27,1,1500,0,25276,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,3,3,0,0,1
7330,703813576,0,53,0,103645,0,327281,1,1,30,0,17160,1,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,6
1193,115049443,0,48,0,75849,0,215748,1,1,55,0,17610,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,6,5,0,0,0,0
2482,236136541,0,48,0,20792,0,165130,1,0,49,1,13930,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,4,0,0,0,2
4821,467185524,1,43,2,82356,0,244354,1,1,33,0,21600,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,7,6,0,0,0,1
980,94857393,0,45,0,56351,0,219589,1,1,5,0,21580,1,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,5,0,0,0,3
8788,846904796,0,39,3,51524,1,0,0,0,41,1,20840,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,0,1
